index;lat;lang;ortname;locationradius;text;texteng;longtext;longtexteng;zeit;gtater;dtater;alttater;gopfer;dopfer;altopfer;altdiff;link;imglink
35;53,072358;8,818120;Ostertorsteinweg;25;Sie versuchten unsere Aufmerksamkeit zu bekommen und filmten uns.;They tried to get our attention and filmed us.;"Heute haben zwei (wahrscheinlich) Mitte dreißigjährige meiner freundin und mir (beide 19) direkt hinter uns zu uns gerufen ""Salam eleikum hallo hallo woher habt ihr euer Eis"". Wir wollten uns nicht zu ihnen umdrehen, weil wir ahnten, dass es nur eine dumme Anmache/Belästigung sein soll. Trotzdem hat meine Hilfbereitschaft überwogen. Ich drehte mich um und sehe der eine filmte uns einfach die ganze Zeit. Ich habe ihn diesbezüglich konfrontiert. Beide lachten und liefen einfach weiter...es nervt mich, dass jemand uns beide ungefragt von hinten gefilmt hat. Immer noch das Filmmaterial hat. Als wäre man in einem Zoogehege. Ich hoffe einfach, das wird nicht verbreitet. Wo? Bei Fromagerie im Ostertorsteinweg 67 ";"Today two (probably) mid-thirty year olds behind us yelled at my girlfriend and I (both 19) ""Salam eleikum hello hello where did you get your ice cream'. We didn't want to turn towards them, because we suspected that it was just a stupid pickup line/harassment. Nevertheless, my willingness to help out prevailed. I turned around and saw that one of them was filming us the entire time. I confronted him about it. They both laughed and just kept walking... it bugs me, that someone was filming both of us from behind without asking us and still has the footage. It's like being in a zoo enclosure. I just hope this doesn't get shared. Where? At Fromagerie, Ostertorsteinweg 67";NAN;m;g;35;w;NAN;19;16;https://www.instagram.com/p/Clbs1ifrypf/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/316899774_1208417816770488_1967520747822789831_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&_nc_ohc=60kZI3H9DKAAX-A7CFS&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBVH4MaMIG935IUmXsSeLCZgSIjhbTz0olp71LS4-a2Yw&oe=65C36EC3&_nc_sid=10d13b
36;53,073020;8,825705;Viertel;150;Plötzlich fängt er an zu rennen und fässt mir an den Hintern!;Suddenly he starts running and grabs my butt!;Ich bin eben grade um 0:15 im Viertel nach Hause gelaufen ich habe hinter mir einen Typen gesehen habe, aber nix gedacht. Also bin ich weitergelaufen. Plötzlich fängt er an zu rennen und fässt mir an den Hintern! Traurig diese Welt.;I just have gone home at 00:15 am in the Viertel [city district in Bremen] and have seen a guy behind me, but have not thought anything of it, so I kept on walking. Suddenly, he started running and grabbed my butt! Sad world.;n;m;e;;NAN;NAN;;;https://www.instagram.com/p/ClRmLG4DK36/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/316482642_9057404710999154_2880314231163768024_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=UW6D3JPjwlIAX-yRzuF&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCeipu2A9Tnh75r5m8yLAzR-ThLqy3O-zcT1_BIJ3ymfg&oe=65C3F59E&_nc_sid=10d13b
37;53,072511;8,815649;Ostertorsteinweg;25;Darf ich mit euch einen Glühwein trinken & euch dann ficken?;Can I drink a mulled wine with you & then fuck you?;"Gestern im Viertel direkt im Ostertorsteinweg so passiert. Eine Freundin und ich haben eine Glühwein getrunken und sind ein bisschen geschlendert. Da bleibt ein Kerl stehen und sagt: ""Entschuldigung"". Wir bleiben stehen und er redet weiter: ""Darf ich vielleicht mit euch einen Glühwein trinken und euch dann ficken?"" Direkt den Stinkefinger gezeigt und ihm gesagt er solle sich ins Knie ficken, woraufhin wir dann ""dumme Schlampen"" waren. Das schlimmste daran war, das man richtig gesehen hat wie ihm einer abgegangen ist - als er uns so vermeintlich freundlich angesprochen hat und dann plötzlich was ekliges gesagt hat konnte er sein Lächeln kaum unterdrücken.";"This happened yesterday in the Viertel [city district in Bremen] in Bremen directly in Ostertorsteinweg [location]. A friend and I have drunk a mulled wine and strolled for a bit. A guy stops and said ""sorry"". We also stop and he continues talking ""may I drink a mulled wine with you and then fuck you?"" I directly showed him the middle finger and told him to go fuck himself in the knee, whereupon he called us ""stupid bitches"". The worst thing about it was that you could really feel how much he got off from it - when he addressed us so supposedly friendly and then suddenly said something disgusting, he could hardly suppress his smile.";nm, a;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/ClPMx__rQPb/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/316228507_713953826988595_1892757039483617716_n.webp?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=givu1g86FLgAX_AB1uA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAbvmZW4kb61ZffY2cVxCRtnNBpwXnlL3DdEAfA3AWy8A&oe=65C302D4&_nc_sid=10d13b
38;53,081841;8,812717;Hauptbahnhof;25;"""Ich habe einen Freund.""
""Das ist kein Grund mich abzuweisen.""";"""I have a boyfriend.""
""That's not a reason to reject me.""";Ich arbeite in der Nähe vom Hauptbahnhof und parke immer etwas abseits. Es war ein früher Samstag, ca. 4:30 Uhr, als ein Mann (ca. Anfang 30) mich (20 Jahre alt) ansprach. Er war alkoholisiert und sehr aufdringlich. Er fragte immer wieder nach meiner Nummer und kam mir sehr nahe, sodass sich unsere Schultern berühten. Er verfolgte mich mehrere hundert Meter bis zu meiner Arbeit, obwohl ich ihm mehrfach sagte, ich wäre nicht interessiert und das ich einen Freund hätte. Er erwiderte nur,  dass es kein Grund sei, ihn abzuweisen. Dabei grinste er schmutzig. Er versprach mir, dass er mich bald wieder sehen würde, und ich bis dahin meine Meinung sicher geändert hätte. Danach hatte ich jeden Morgen Angst zu Arbeit zu gehen.;I work near the main station and I always park my car a bit far off. It was an early Saturday, about 4:30am, when a man (about early 30s) approached me (20 years old). He was drunk and very pushy. He kept asking for my number and got very close to me, so that our shoulders touched. He followed me several hundred meters to my work, although I told him several times that I was not interested and that I had a boyfriend. He only replied that it was no reason to reject him. When saying that, he grinned dirtily. He promised me that he would see me again soon and that I would have changed my mind by then. After that, I was afraid to go to work every morning.;mo;m;e;30;w;NAN;20;10;https://www.instagram.com/p/ClMRcvorIt_/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/316444238_140515728757718_5666675292116012917_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=RTDjn82YKTcAX8uILnr&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBAPJaivqv13tMewE_5g16fmOCTDGDfxO15jboZRGsbAw&oe=65C2BEA7&_nc_sid=10d13b
39;53,068146;8,831705;Osterdeich;50;"""Eine von euch beiden fick ich heute Abend!""";"""I'll fuck one of you two tonight!""";"Gestern am Osterdeich: Drei Werder Fans gehen an meiner Freundin und mir vorbei. Der eine ruft high five ... ich schlage ein und wir finden das lustig ... die Jungs gehen weiter ... dann ruft einer ""Eine von euch beiden fick ich heute Abend""";"Yesterday at the Osterdeich [location]: 3 Werder fans [local soccer club] pass by my friend and I. One of them shouts: ""High Five!"". I give him a high five and we think it's funny. The boys continue walking. Then one of them yells: ""I'm gonna fuck one of you tonight!""";nm, a;m;g;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/ClHUFc6LtiU/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/315913195_519110413440537_3751828604192977981_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=xLT6IdFC_QUAX-XU5fU&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAmmofEZvmJxPbQpl0wnjJbzhLbGcq_LwoqOqx9-DtAIg&oe=65C24EFD&_nc_sid=10d13b
40;53,072384;8,817945;Viertel;150;"""Was fällt dir ein, dich so anzuziehen? Du machst es mir echt schwer.""";"""How dare you dress like that? You're making it really difficult for me.""";"Ich saß letztens im Viertel draußen in einem Café. Ein Mann fragte mich, ob er etwas zu meinem Outfit sagen dürfte. Aus Reflex sagte ich ""ja"". Er fing an mich auf offener Straße mit lauter Stimme dafür fertig zu machen, dass mein ""Arsch fast aus der Hose falle"" und was mir einfiele, mich so provokant anzuziehen und dass ich es Männer wie ihm ja schwer machen würde, da er bei dem Anblick beinahe ""platze""...";"The other day, I was sitting outside at a café in the Viertel [city district in Bremen]. A man asked me if he could say something about my outfit. Out of a reflex, I said ""yes"". He started bashing me with a loud voice and said that my ""ass almost fell out of the pants"" and how I dared to dress in such a provocative way and that I would make it difficult for men like him, because he almost ""burst"" while looking at me...";NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/Ck4No8Xjfw8/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/315056565_501099221957470_4103864641375776280_n.webp?stp=dst-jpg_e35_s1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=PgkD-eGPDjMAX8WqncQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCO04qd1LlGxKABZjy94vpeYjfK2GwCOmZnFqFWqj9SbQ&oe=65C35E0D&_nc_sid=10d13b
41;53,073024;8,823032;Coffee Corner Café;25;Er lief viel zu nah an uns vorbei, leckte sich die Lippen und kam näher.;He walked way too close to us, licked his lips and came closer.;Gestern Abend gegen 22 Uhr saßen eine Freundin und ich bei der Coffee corner. Ein Mann stand erst auf der Sielwallkreuzung und leckte sich die Lippen, guckte zu uns. Als er viel zu nah an uns vorbei ging und weiter seine Zunge um die Lippen schnalzte sagten wir ihm er solle sich verpissen. Er blieb weiter stehen und kam näher. Erst als ein andere Mann uns fragte ob der Mann zu uns gehöre ging er weg. Nicer Abschluss für einen eigentlich schönen Abend.;Hii, last night around 10pm a friend and I were sitting at the Coffee Corner [coffee shop]. A man first stood at the Sielwallkreuzung [location] and licked his lips, looking at us. When he walked by way too close to us and kept clicking his tongue around his lips, we told him to fuck off. He continued to stand around and came closer. Only when another man asked us if that man belonged to us, he went away. Nice conclusion for an actually nice evening [sarcasm].;a;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CkwF-GJrBZk/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/315061229_115415514559063_1498166511795145821_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=-j3xKRpblaoAX_pTHcS&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCd6VCp7YaopD6xlAp9gSTPfF7HyHMPNUu35xAzBEdN8w&oe=65C2C184&_nc_sid=10d13b
42;53,072384;8,817945;Viertel;150;Zwei Typen folgten mir, auch als ich die Straßenseite wechselte.;Two guys followed me, even when I changed sides of the road.;"Als ich im Viertel unterwegs war, lief ich an zwei Männern vorbei. Der eine musterte mich und sagte darauf hin zu seinem Kumpel das ich ""süß"" sei... Ich ignorierte dies und ging weiter. Die Typen folgten mir jedoch, auch als ich die Straßen Seite wechselte. Irgendwann konnte ich sie zum Glück abhängen.";"When I was walking through the Viertel [city district in Bremen], I passed two men. One of them looked at me and then said to his buddy that I was ""cute"". I ignored it and continued walking. However, the guys followed me, even when I changed sides of the street. At some point, I was fortunately able to shake them off.";NAN;m;g;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/CktqkzALwhi/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/314828834_178317981450771_2351523706684606715_n.webp?stp=dst-jpg_e35_s1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=FXO1U8Oguh8AX88rHQf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAOY3yVaZpZWwvg3L7N_3FOBUIRtMuCGlonQbmVbCbIAA&oe=65C29A74&_nc_sid=10d13b
43;53,072384;8,817945;Viertel;150;"Ein Mann ü50: ""Lass uns eine schöne Zeit machen und sei ein bisschen nett zu mir."" ""Dein Freund muss auch nichts erfahren.""";"A man over 50: ""Let's have a good time and you're a bit nice to me."" ""Your boyfriend doesn't need to know anything either.""";"Ist schon einige Jahre her.. Im Viertel bei einem Kiosk in meiner Mittagspause: Ich kam mit einem Mann (Ü50) ins Gespräch. Auf einmal meinte er, er würde mich zum essen einladen und wir uns dann noch ""eine schöne Zeit machen und ich ein bisschen nett zu ihm sein"". Als ich darauf sagte, dass ich einen Freund habe, meinte er, der müsse ja nichts erfahren. Ich war so perplex, dass ich nur gelacht habe und meinte ich müsse jetzt zurück zur Arbeit. Als ich bei der Arbeit ankam, brach ich in Tränen aus. Ich war damals Mitte 20.";"It's been a few years... In the Viertel [city district in Bremen] at a kiosk in my lunch break: I had a coversation with a man (over 50). Suddenly he said he would invite me to lunch and we would then ""have a nice time and I would be a little nice to him"". When I said that I had a boyfriend, he said that he didn't need to know anything. I was so perplexed that I just laughed and said I had to go back to work now. When I arrived at work, I burst into tears. I was in my mid-20s at the time.";m;m;e;51;w;NAN;25;26;https://www.instagram.com/p/CknSdeHLqOP/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/314021626_836148057840419_2357572153636450043_n.webp?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45MDV4OTA1LnNkciJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=jQJ17uU9ONIAX8rYztC&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfC61IwPcscSMyyeN9l0wx4nb6TMOJ_60o35b8xInXuBNg&oe=65C3205D&_nc_sid=10d13b
44;53,077335;8,808843;NFF Club;25;"2 Männer im Auto: ""Na ihr Hübschen, Bock auf ein bisschen Spaß mit uns?""";"2 men in the car: ""Hey pretty girls, you up for a bit of fun with us?""";Meine beste Freundin und ich waren kurz vorm NFF, da fuhr ein Auto vorbei blieb stehen. Drinne saßen 2 Typen, die richtig eklig meinten. Na ihr hübschen, Bock auf ein bisschen Spaß mit uns? Boah, wie mich das angewiedert hat. Haben die einfach ignoriert.;"My best friend and I were just in front of the NFF, as a car drove by and stopped. Inside sat 2 guys who said really disgusting: ""Hey pretty girls, you up for a bit of fun with us?"" Boah, how that disgusted me. We just ignored them.";NAN;m;g;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CklFH8rqWX8/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/314318802_473094924656465_7265385832479652723_n.webp?stp=dst-jpg_e35_s1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=2eCoR8d2TDsAX929SDw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAumaI6L-WTqYO_Km2I_Cu8G0szH-yrmAARFlu5PfgHhw&oe=65C3780E&_nc_sid=10d13b
45;53,086637;8,813854;Bürgerweide;100;"Er pfiff einer Frau hinterher, ich schüttelte den Kopf. Er ging zu mir und fragte: ""Bist du Hure oder was?""";"He whistled after a woman and I shook my head. He walked over to me and asked, ""Are you a whore or what?""";"An der Weide: Ich stand auf dem Bürgersteig und telefonierte und beobachte von Weitem, wie ein Mann einer Frau hinterherpfiff. Ich schüttelte leicht den Kopf,  woraufhin er zu mir ging und rief ""Bist du Hure oder was?""";"An der Weide [location]: I was standing on the sidewalk talking on the phone and saw a man whistling after a woman in the distance. I shook my head, upon which he  walked over to me and shouted ""Are you a whore or what?""";NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CkQRel4KD0Y/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/312906886_197295649409224_7487934091157582881_n.webp?stp=dst-jpg_e35_s1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=j7KpNW79lXsAX-evwGd&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBazKFwaUC3R376992ZBl75D9A1Q0LMietbMtYRKKSUdA&oe=65C3B464&_nc_sid=10d13b
46;53,081726;8,813271;Hauptbahnhof;25;In der Bahn: Er legte mehrfach seine Hand auf meinen nackten Oberschenkel.;On the train: He put his hand on my naked thigh several times.;Ich bin gestern gegen 00:30 Uhr am Hauptbahnhof von der 6 in die 10 eingestiegen und wollte nachhause fahren. Ich saß vorne im ersten 4er am Fenster und dann hat sich ein Typ zu mir gesetzt und mich vollgelabert. Mir ging es zu dem Zeitpunkt nicht gut, weil ich ordentlich was getrunken hatte und deshalb dachte ich mir nicht viel dabei. Er hat dann mehrfach seine Hand auf meinen nackten Oberschenkel (hatte ein Kleid an) gelegt und ich hab sie jedes Mal wieder weggelegt und ihn aufgefordert, dass er das bitte nicht tun soll. In dem Bereich saßen noch mindestens 4 weitere Personen, die das mitbekommen haben, aber nichts getan haben. Ich war nicht in einem Zustand, indem ich die direkt hätte ansprechen können und ich konnte auch den Sitzplatz nicht wechseln, weil er den versperrt hat. Hab das bis eben verdrängt, aber hatte gerade ein super unangenehmes Gefühl mit der Bahn zu fahren. Er ist zum Glück zwei Stationen vor mir ausgestiegen, hat mir nochmal ekelhaft zugezwinkert.;Yesterday, around 12.30am, I got onto the tram 10 at Hbf [Tram station], I sat next to the window in the 4-seater up front and then a guy sat down next to me and started talking to me. I wasn't well because I had been drinking, which is why I didn't think much of it. He then put his hand on my thigh (it wasn't covered, since I was wearing a dress) several times, even though I took his hand from my leg and told him to stop each time. There were at least 4 other people sitting close who noticed but didn't do anything. I wasn't in any condition where I would have been able to speak to them directly and I couldn't switch my seat, since he was blocking the way. I tried to not think about it until just now when I was taking the tram again and felt super uncomfortable. Fortunately, he got off 2 stops before me but he did give me a disgusting wink.;n;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CkL6Ky8rAXc/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/312753053_434678092078679_270757392535977097_n.jpg?stp=dst-jpg_e35_s1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=ltndyCfzGNsAX-DzZRG&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBqzSwYK33_4KgppUqifhy9BCSIe01owv-9zj39DzmhdA&oe=65C40328&_nc_sid=10d13b
47;53,095625;8,790810;Utbremer Straße;25;Er schlug gegen die Haltestelle, schrie 2 Frauen an & fragte mich nach Geld. Er war aggressiv und nach meinem Nein sollte ich meine Mutter ficken. Er spricht hier ständig Frauen an.;He punched the bus stop, shouted at 2 women & asked me for money. He was aggressive and after I said no I was told to fuck my mother. He is always addressing women here.;"Passiert ist das letzten Freitag (12.08.2022) an der Haltestelle Utbremer Str. stadteinwärts gegen 8 Uhr morgens. Ich war seit langem Mal wieder mit der Bahn unterwegs und auf dem Weg zu einem wichtigen Arzttermin. Ich war sehr nervös wegen dem Termin und der Bahnfahrt. Deshalb war ich ein bisschen in Gedanken. Ich wurde durch einen lauten Knall aus meinen Gedanken gerissen. Ein weißer, blonder Mann mit einer roten Jacke hat wahrscheinlich mit seiner flachen Hand gegen irgendetwas in der Haltestelle geschlagen. Er brüllte die 2 Frauen, die in der Haltestelle standen, laut an. Dann kam er zu mir, ich stand etwas weiter weg von der Haltestelle. Er fragte ob ich ne Zigarette oder Geld habe. Da ich so etwas aus Bremen gewohnt bin antwortete ich locker/lässig ""sorry ich bin selbst voll broke"". Dann sprach er mich auf meine Tattoos an, die sehen ja voll geil aus und wo man solche her bekommt. Ich antworte kurz. Er kam mir sehr nahe und fragte nochmal nach einer Zigarette und nach Geld. Habe wieder geantwortet, das ich nichts habe. Er war sowieso schon die ganze Zeit über sehr aggressiv und ich war wegen meinem Termin sehr nervös und auch wegen dem Knall den er kurz vorher ausgelöst hat. Er schrie mich nach meiner erneuten Verneinung an das ich meine Mutter ficken soll. Mein Herz raste, dann ging er aber  schreiend weiter und brüllte einen LKW Fahrer an, der gerade einparken wollte. Das ist schon das zweite Mal das er mich an der Haltestelle belästigt hat und ich habe ihr auch schon mehrmals in der Gegend hier gesehen. Er spricht nur Frauen an, ist immer aggressiv und laut.";"It happened last Friday at the tram stop Utbremer Str. in direction to the city center at around 8 am. I was going to take the tram for the first time in a long time and was on the way to an important doctors appointment. That's why I was a bit nervous and a bit preoccupied. I was jolted out of my thoughts by a loud bang. A white blonde man with a red jacket was probably banging his flat hand against the tram stop. He yelled at 2 women and then came to me. I was standing a little further away from the stop. He asked if I had a cigarette or money. Since I'm used to something like this from Bremen, I replied casually:"" Sorry I'm broke myself."" Then he said that my tattoos look awesome and where I got them. I replied briefly. He came very close to me and again asked for cigarettes and money. I said no again. After my renewed denial he yelled at me that I should f*ck my mother. My heart raced, but then he went on screaming and yelling at a truck driver who was about to park. It is already the second time he harassed me at the tram stop and I have seen him in this area a few times. He only approaches women, is always aggressive and loud.";v;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CkBg8gWL2fB/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/312073728_8522604377780089_7389603489373257926_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_ohc=mkWYTgx7muQAX9kbAXi&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBwPfYrZPerr_58ay9eTXL3kfHkZzVt6x7pE7jm6I9o2w&oe=65C3EA7C&_nc_sid=10d13b
48;53,082834;8,813227;Hauptbahnhof;25;"Am Ticketautomat: Er legte seinen Arm um mich & sagte: ""Ich will richtig versaute Sachen mit dir im Bett machen!""";"At the ticket machine: He put his arm around me & said, ""I want to do really dirty things with you in bed!""";"Ich war damals am Hbf und es war schon relativ spät. War gerade am Ticketautomaten als mehrere betrunkene Typen zu mir kamen und der eine seinen Arm um mich gelegt und mich festgehalten hat. Er hat dann so Sachen wie ""ich will richtig versaute sachen mit dir im bett machen"" gesagt. Konnte mich dann von ihm lösen und hab sie zusammengeschissen. Hat leider auch niemanden der vorbeigelaufen ist interessiert.";"I was at the Hauptbahnhof [main station] and it was already quite late. I was just at the ticket machine, when several drunk guys came up to me and one put his arm around me and grabbed me. He then said things like ""l want to do really dirty things with you in bed"". Then I could get away from him and told all of them off. Unfortunately, from all people passing by, nobody seemed to care. ";a, n;m;g;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/Cj8l65sL40E/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/311987207_793923635052760_49514801866409811_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=G0-9-LvskRIAX_iLpPE&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfC8R8gmDGhiGV-fAzA8LZdwE6pfd1HIsNH5essoKVB_dQ&oe=65C31601&_nc_sid=10d13b
49;53,084606;8,815434;Freimarkt;50;Beim Ankreiden: 15 Jungs belästigten uns. Alle schauten weg!;While chalking: 15 boys harassed us. Everyone looked away!;Am Sonntagnachmittag waren wir hinter dem Hauptbahnhof, direkt vor dem Freimarkt ankreiden. Während wir angekreidet haben, standen etwa 15 Jungs (14-15 Jahre alt) um uns herum und ließen uns auch nach mehrfacher Aufforderung nicht in Ruhe. Sie haben sexuelle Belästigung ins Lächerliche gezogen, Vergewaltigungswitze gerissen und sich über Betroffene sexualisierter Gewalt lustig gemacht. Sie haben uns belästigt, mit dem Fuß die Kreide verwischt, drauf gespuckt und einer von ihnen versuchte, einer aus unserem Team die Kreide aus der Hand zu reißen. Sogar als sie daraufhin schrie, dass er sie nicht anfassen soll, hat niemand von den Passant*innen reagiert. Die ganze Zeit hat niemand etwas gesagt, dabei sind während der rund 15 Minuten hunderte Menschen vorbeigekommen.;On Sunday afternoon we were chalking behind the main station, right in front of the Freimarkt. While we were chalking, about 15 boys (14-15 years old) were standing around us and wouldn't leave us alone even after several requests. They ridiculed sexual harassment, made rape jokes and made fun of victims of sexualized violence. They harassed us, smudged the chalk with their feet, spat on it and one of them tried to snatch the chalk out of the hand of one of our team. Even when she shouted that he shouldn't touch her, no one from the passers-by reacted. Nobody said anything the whole time, even though hundreds of people passed by during the 15 minutes or so.;NAN;m;g;14-15;NAN;NAN;NAN;NAN;https://www.instagram.com/p/Cj6PN5Rrv7l/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/312119572_211566584555210_4084008647431471936_n.webp?stp=dst-jpg_e35_s1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=VLDAKBQ_V40AX_UYLGr&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBnyc9KMuajHipxkpsQGrIbDTl3qHOpXuG6wUdk2TMp9A&oe=65C32C2E&_nc_sid=10d13b
